rank	hgnc_symbol	ensembl_gene_id	uniprot_accession	surfaceome_category	scenario	scenario_score	available_weight_sum	missing_weighted_components	n_missing_mvp_score_components	missing_mvp_score_components	ranking_status	score_config_sha256	git_commit	Surf_rank_percentile	E_rank_percentile	N_rank_percentile	R_rank_percentile_high_worse	P_rank_percentile	SC_status	SC_rank_percentile	T_rank_percentile	Surf_contribution	E_contribution	N_contribution	R_contribution_subtracted	P_contribution	SC_contribution	T_contribution	E_score	N_score	R_score	P_score	T_score	tme_contamination_risk	accessibility_class	isoform_resolution_status	hpa_evidence_status	discordance_flags	max_risk_organ	risk_interpretation	freeze_version	freeze_date_utc	git_worktree_status_at_freeze
1577	OR52B4	ENSG00000221996	Q8NGK2	core_surfaceome	balanced	0.258364	0.850000	P	1	P	preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.584371	0.031617	0.602802	0.106778		not_available		0.264251	0.087656	0.006323	0.120560	-0.021356			0.026425	0.083624	0.588849	0.000000		0.748939	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	brain	lower_risk_by_current_normal_expression	v0	2026-05-29	dirty
1578	TM2D3	ENSG00000184277	Q9BRN9	core_surfaceome	balanced	0.258222	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.162703	0.890193	0.575918	0.974631	0.487464	not_available		0.624009	0.024405	0.178039	0.115184	-0.194926	0.073120		0.062401	0.886539	0.572548	1.000000	0.235000	0.862500	low_uncorrected_tme_correlation	B	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	protein_present_no_membrane;CPTAC_not_assessed	brain	high_critical_off_tumor_risk	v0	2026-05-29	dirty
1579	OR5H15	ENSG00000233412	A6NDH6	core_surfaceome	balanced	0.258083	0.850000	P	1	P	preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.605512	0.031617	0.633094	0.126089		not_available		0.208192	0.090827	0.006323	0.126619	-0.025218			0.020819	0.083624	0.601193	0.000000		0.743152	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	brain	lower_risk_by_current_normal_expression	v0	2026-05-29	dirty
1580	OR10R2	ENSG00000198965	Q8NGX6	core_surfaceome	balanced	0.258047	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.504719	0.031617	0.666414	0.034457	0.047578	not_available		0.424877	0.075708	0.006323	0.133283	-0.006891	0.007137		0.042488	0.083624	0.613537	0.000000	0.000000	0.757618	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	antibody_low_confidence;CPTAC_not_assessed	brain	lower_risk_by_current_normal_expression	v0	2026-05-29	dirty
1581	OR8U3	ENSG00000279961	Q8NH85	core_surfaceome	balanced	0.257979	0.850000	P	1	P	preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.637222	0.031617	0.609618	0.154866		not_available		0.264251	0.095583	0.006323	0.121924	-0.030973			0.026425	0.083624	0.591424	0.000000		0.748939	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	brain	lower_risk_by_current_normal_expression	v0	2026-05-29	dirty
1582	RTN4R	ENSG00000040608	Q9BZR6	core_surfaceome	balanced	0.257969	0.850000	P	1	P	preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.135145	0.708065	0.767512	0.909883		not_available		0.858626	0.020272	0.141613	0.153502	-0.181977			0.085863	0.713537	0.672548	1.000000		0.950000	low_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;CPTAC_not_assessed	brain	high_critical_off_tumor_risk	v0	2026-05-29	dirty
1583	CMKLR1	ENSG00000174600	Q99788	core_surfaceome	balanced	0.257927	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.280861	0.650511	0.709580	0.438470	0.110541	not_available		0.148924	0.042129	0.130102	0.141916	-0.087694	0.016581		0.014892	0.654317	0.634722	0.850000	0.016667	0.730137	high_purity_adjusted_tme_correlation	C	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	antibody_low_confidence;CPTAC_not_assessed	endothelial	high_critical_off_tumor_risk	v0	2026-05-29	dirty
1584	OR14A16	ENSG00000196772	Q8NHC5	core_surfaceome	balanced	0.257861	0.850000	P	1	P	preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.514911	0.031617	0.521015	0.045059		not_available		0.404304	0.077237	0.006323	0.104203	-0.009012			0.040430	0.083624	0.538148	0.000000		0.754930	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	brain	lower_risk_by_current_normal_expression	v0	2026-05-29	dirty
1585	OR1N1	ENSG00000171505	Q8NGS0	core_surfaceome	balanced	0.257777	0.850000	P	1	P	preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.526236	0.081030	0.488073	0.054146		not_available		0.371838	0.078935	0.016206	0.097615	-0.010829			0.037184	0.089190	0.513120	0.000000		0.751038	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	brain	lower_risk_by_current_normal_expression	v0	2026-05-29	dirty
1586	PTPRS	ENSG00000105426	Q13332	core_surfaceome	balanced	0.257677	0.850000	P	1	P	preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.956965	0.724725	0.302537	0.902688		not_available		0.505663	0.143545	0.144945	0.060507	-0.180538			0.050566	0.730083	0.363158	1.000000		0.782500	watchlist_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	missing_stomach_cancer_ihc	HPA_missing;CPTAC_not_assessed	brain	high_critical_off_tumor_risk	v0	2026-05-29	dirty
1587	OR2T27	ENSG00000187701	Q8NH04	core_surfaceome	balanced	0.257472	0.850000	P	1	P	preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.546999	0.031617	0.563044	0.072321		not_available		0.323330	0.082050	0.006323	0.112609	-0.014464			0.032333	0.083624	0.563480	0.000000		0.750002	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	brain	lower_risk_by_current_normal_expression	v0	2026-05-29	dirty
1588	OR8G1	ENSG00000197849	Q15617	core_surfaceome	balanced	0.257426	0.850000	P	1	P	preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.632314	0.081030	0.527452	0.150322		not_available		0.323330	0.094847	0.016206	0.105490	-0.030064			0.032333	0.089190	0.541499	0.000000		0.750002	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	brain	lower_risk_by_current_normal_expression	v0	2026-05-29	dirty
1589	OR4D6	ENSG00000166884	Q8NGJ1	core_surfaceome	balanced	0.257396	0.850000	P	1	P	preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.562476	0.081030	0.516092	0.086710		not_available		0.323330	0.084371	0.016206	0.103218	-0.017342			0.032333	0.089190	0.535990	0.000000		0.750002	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	brain	lower_risk_by_current_normal_expression	v0	2026-05-29	dirty
1590	MRGPRD	ENSG00000172938	Q8TDS7	core_surfaceome	balanced	0.257223	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.466214	0.195759	0.369557	0.018175	0.205128	not_available		0.470932	0.069932	0.039152	0.073911	-0.003635	0.030769		0.047093	0.173041	0.420352	0.000000	0.131944	0.770812	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	RNA_low_protein_present;protein_present_no_membrane;antibody_low_confidence;CPTAC_not_assessed	brain	lower_risk_by_current_normal_expression	v0	2026-05-29	dirty
1591	TSPAN9	ENSG00000011105	O75954	core_surfaceome	balanced	0.257207	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.801057	0.790610	0.492616	0.992806	0.177493	not_available		0.523405	0.120159	0.158122	0.098523	-0.198561	0.026624		0.052341	0.793222	0.516055	1.000000	0.085455	0.787767	high_purity_adjusted_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	protein_present_no_membrane;CPTAC_not_assessed	brain	high_critical_off_tumor_risk	v0	2026-05-29	dirty
1592	CHRNA10	ENSG00000129749	Q9GZZ6	core_surfaceome	balanced	0.257139	0.850000	P	1	P	preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.265761	0.417266	0.378266	0.241197		not_available		0.678369	0.039864	0.083453	0.075653	-0.048239			0.067837	0.418270	0.426808	0.257970		0.892500	low_uncorrected_tme_correlation	B	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	liver	lower_risk_by_current_normal_expression	v0	2026-05-29	dirty
1593	OPN4	ENSG00000122375	Q9UHM6	core_surfaceome	balanced	0.257107	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.491506	0.201250	0.296100	0.207497	0.682051	not_available		0.231031	0.073726	0.040250	0.059220	-0.041499	0.102308		0.023103	0.179951	0.357232	0.200682	0.340000	0.746027	low_uncorrected_tme_correlation	C	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	lower_risk_by_current_normal_expression	v0	2026-05-29	dirty
1594	OR5F1	ENSG00000149133	O95221	core_surfaceome	balanced	0.257056	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.604002	0.031617	0.678531	0.124953	0.153276	not_available		0.264251	0.090600	0.006323	0.135706	-0.024991	0.022991		0.026425	0.083624	0.619368	0.000000	0.058333	0.748939	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	antibody_low_confidence;CPTAC_not_assessed	brain	lower_risk_by_current_normal_expression	v0	2026-05-29	dirty
1595	OR5M3	ENSG00000174937	Q8NGP4	core_surfaceome	balanced	0.256969	0.850000	P	1	P	preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.610797	0.031617	0.601666	0.131390		not_available		0.264251	0.091619	0.006323	0.120333	-0.026278			0.026425	0.083624	0.588546	0.000000		0.748939	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	brain	lower_risk_by_current_normal_expression	v0	2026-05-29	dirty
1596	OR2B8	ENSG00000182477	P59922	core_surfaceome	balanced	0.256810	0.850000	P	1	P	preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.534919	0.129496	0.461946	0.062855		not_available		0.323330	0.080238	0.025899	0.092389	-0.012571			0.032333	0.110735	0.493601	0.000000		0.750002	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	brain	lower_risk_by_current_normal_expression	v0	2026-05-29	dirty
1597	OR4A16	ENSG00000181961	Q8NH70	core_surfaceome	balanced	0.256732	0.850000	P	1	P	preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.554926	0.031617	0.560772	0.079137		not_available		0.323330	0.083239	0.006323	0.112154	-0.015827			0.032333	0.083624	0.563101	0.000000		0.750002	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	brain	lower_risk_by_current_normal_expression	v0	2026-05-29	dirty
