rank	hgnc_symbol	ensembl_gene_id	uniprot_accession	surfaceome_category	scenario	scenario_score	available_weight_sum	missing_weighted_components	n_missing_mvp_score_components	missing_mvp_score_components	ranking_status	score_config_sha256	git_commit	Surf_rank_percentile	E_rank_percentile	N_rank_percentile	R_rank_percentile_high_worse	P_rank_percentile	SC_status	SC_rank_percentile	T_rank_percentile	Surf_contribution	E_contribution	N_contribution	R_contribution_subtracted	P_contribution	SC_contribution	T_contribution	E_score	N_score	R_score	P_score	T_score	tme_contamination_risk	accessibility_class	isoform_resolution_status	hpa_evidence_status	discordance_flags	max_risk_organ	risk_interpretation	freeze_version	freeze_date_utc	git_worktree_status_at_freeze
93	FCGR2A	ENSG00000143226	P12318	core_surfaceome	balanced	0.543127	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.877690	0.925028	0.850435	0.451344	0.449288	not_available		0.792563	0.131653	0.185006	0.170087	-0.090269	0.067393		0.079256	0.916755	0.739833	0.850000	0.220000	0.932500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	RNA_high_protein_absent;CPTAC_not_assessed	lung	high_critical_off_tumor_risk	v0	2026-05-29	dirty
94	AXL	ENSG00000167601	P30530	core_surfaceome	balanced	0.542493	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.831635	0.826959	0.735328	0.417266	0.729915	not_available		0.792563	0.124745	0.165392	0.147066	-0.083453	0.109487		0.079256	0.830481	0.648807	0.850000	0.430606	0.932500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	endothelial	high_critical_off_tumor_risk	v0	2026-05-29	dirty
95	SLC6A6	ENSG00000131389	P31641	core_surfaceome	balanced	0.541859	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.745942	0.850814	0.852329	0.394926	0.794872	not_available		0.490940	0.111891	0.170163	0.170466	-0.078985	0.119231		0.049094	0.857762	0.742635	0.800000	0.468333	0.779509	watchlist_uncorrected_tme_correlation	C	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk	v0	2026-05-29	dirty
96	HLA-B	ENSG00000234745	P01889	core_surfaceome	balanced	0.541567	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.382786	0.999621	0.914805	0.460053	0.665242	not_available		0.934881	0.057418	0.199924	0.182961	-0.092011	0.099786		0.093488	0.976505	0.812192	0.850000	0.318333	0.962500	watchlist_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	protein_present_no_membrane;CPTAC_not_assessed	lung	high_critical_off_tumor_risk	v0	2026-05-29	dirty
97	HRH1	ENSG00000196639	P35367	core_surfaceome	balanced	0.541110	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.898452	0.670201	0.957970	0.464975	0.833618	not_available		0.486599	0.134768	0.134040	0.191594	-0.092995	0.125043		0.048660	0.677073	0.860432	0.850000	0.506111	0.778079	high_purity_adjusted_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	endothelial	high_critical_off_tumor_risk	v0	2026-05-29	dirty
98	CDH17	ENSG00000079112	Q12864	core_surfaceome	balanced	0.539177	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.256701	0.846270	0.870882	0.341916	0.880912	not_available		0.934881	0.038505	0.169254	0.174176	-0.068383	0.132137		0.093488	0.851799	0.761757	0.800000	0.535417	0.962500	low_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk	v0	2026-05-29	dirty
99	CCRL2	ENSG00000121797	O00421	core_surfaceome	balanced	0.536107	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.838430	0.742143	0.986747	0.422946	0.901994	not_available		0.138543	0.125764	0.148429	0.197349	-0.084589	0.135299		0.013854	0.747747	0.913253	0.850000	0.556111	0.725846	watchlist_uncorrected_tme_correlation	C	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk	v0	2026-05-29	dirty
100	ITGB8	ENSG00000105855	P26012	core_surfaceome	balanced	0.535540	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.913552	0.746308	0.960621	0.819008	0.944444	not_available		0.792563	0.137033	0.149262	0.192124	-0.163802	0.141667		0.079256	0.751931	0.864294	1.000000	0.625000	0.932500	low_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk	v0	2026-05-29	dirty
101	SLC30A1	ENSG00000170385	Q9Y6M5	core_surfaceome	balanced	0.535484	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.973952	0.826202	0.833775	0.632336	0.874929	not_available		0.526236	0.146093	0.165240	0.166755	-0.126467	0.131239		0.052624	0.830310	0.722946	0.900000	0.529091	0.789547	high_purity_adjusted_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	liver	high_critical_off_tumor_risk	v0	2026-05-29	dirty
102	TGOLN2	ENSG00000152291	O43493	core_surfaceome	balanced	0.535297	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.770479	0.953616	0.886785	0.654298	0.688319	not_available		0.792563	0.115572	0.190723	0.177357	-0.130860	0.103248		0.079256	0.938830	0.781181	0.900000	0.361111	0.932500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	protein_present_no_membrane;CPTAC_not_assessed	liver	high_critical_off_tumor_risk	v0	2026-05-29	dirty
103	SLC16A3	ENSG00000141526	O15427	core_surfaceome	balanced	0.534418	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.711967	0.945475	0.898523	0.517986	0.980627	not_available		0.153265	0.106795	0.189095	0.179705	-0.103597	0.147094		0.015327	0.931711	0.796138	0.850000	0.692222	0.731684	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk	v0	2026-05-29	dirty
104	TRPV2	ENSG00000187688	Q9Y5S1	core_surfaceome	balanced	0.533752	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.998112	0.760697	0.726997	0.532374	0.971510	not_available		0.472442	0.149717	0.152139	0.145399	-0.106475	0.145726		0.047244	0.766944	0.643014	0.850000	0.667917	0.771400	moderate_residual_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk	v0	2026-05-29	dirty
105	F2RL1	ENSG00000164251	P55085	core_surfaceome	balanced	0.533410	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.875425	0.871829	0.973495	0.573268	0.941026	not_available		0.065308	0.131314	0.174366	0.194699	-0.114654	0.141154		0.006531	0.874195	0.885157	0.900000	0.623333	0.635347	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	kidney	high_critical_off_tumor_risk	v0	2026-05-29	dirty
106	CD38	ENSG00000004468	P28907	core_surfaceome	balanced	0.531047	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.842960	0.654676	0.738735	0.335479	0.758405	not_available		0.792563	0.126444	0.130935	0.147747	-0.067096	0.113761		0.079256	0.657137	0.652026	0.800000	0.450000	0.932500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk	v0	2026-05-29	dirty
107	MICB	ENSG00000204516	Q29980	core_surfaceome	balanced	0.530370	0.850000	P	1	P	preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.928652	0.681181	0.968951	0.488830		not_available		0.792563	0.139298	0.136236	0.193790	-0.097766			0.079256	0.689663	0.878758	0.850000		0.932500	watchlist_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	missing_stomach_cancer_ihc	HPA_missing;CPTAC_not_assessed	lung	high_critical_off_tumor_risk	v0	2026-05-29	dirty
108	HLA-DRA	ENSG00000204287	P01903	core_surfaceome	balanced	0.530085	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.386183	0.997728	0.982204	0.463082	0.501994	not_available		0.934881	0.057928	0.199546	0.196441	-0.092616	0.075299		0.093488	0.975066	0.901590	0.850000	0.238889	0.962500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk	v0	2026-05-29	dirty
109	PTK7	ENSG00000112655	Q13308	core_surfaceome	balanced	0.529936	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.954322	0.882999	0.768270	0.615676	0.860684	not_available		0.505663	0.143148	0.176600	0.153654	-0.123135	0.129103		0.050566	0.881806	0.673760	0.900000	0.517273	0.782500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	kidney	high_critical_off_tumor_risk	v0	2026-05-29	dirty
110	AMIGO2	ENSG00000139211	Q86SJ2	core_surfaceome	balanced	0.529383	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.825217	0.711094	0.638016	0.414616	0.834758	not_available		0.934881	0.123783	0.142219	0.127603	-0.082923	0.125214		0.093488	0.715354	0.603105	0.850000	0.506667	0.962500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	endothelial	high_critical_off_tumor_risk	v0	2026-05-29	dirty
111	NFAM1	ENSG00000235568	Q8NET5	core_surfaceome	balanced	0.529193	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.934315	0.588413	0.727755	0.495267	0.921652	not_available		0.866176	0.140147	0.117683	0.145551	-0.099053	0.138248		0.086618	0.591613	0.643355	0.850000	0.584444	0.953999	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk	v0	2026-05-29	dirty
112	TRABD2A	ENSG00000186854	Q86V40	core_surfaceome	balanced	0.528177	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.790109	0.771299	0.909883	0.321469	0.389744	not_available		0.792563	0.118516	0.154260	0.181977	-0.064294	0.058462		0.079256	0.775842	0.805907	0.750000	0.203889	0.932500	low_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	protein_present_no_membrane;CPTAC_not_assessed	immune	moderate_off_tumor_risk	v0	2026-05-29	dirty
113	PVR	ENSG00000073008	P15151	core_surfaceome	balanced	0.527815	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.957342	0.906096	0.961000	0.904203	0.895157	not_available		0.573613	0.143601	0.181219	0.192200	-0.180841	0.134274		0.057361	0.900019	0.864332	1.000000	0.548333	0.832500	low_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	heart	high_critical_off_tumor_risk	v0	2026-05-29	dirty
114	IFNGR2	ENSG00000159128	P38484	core_surfaceome	balanced	0.527615	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.398263	0.950776	0.956835	0.363877	0.437607	not_available		0.934881	0.059740	0.190155	0.191367	-0.072775	0.065641		0.093488	0.936331	0.857440	0.800000	0.217778	0.962500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk	v0	2026-05-29	dirty
115	HLA-C	ENSG00000204525	P10321	core_surfaceome	balanced	0.527114	0.850000	P	1	P	preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.383163	0.998107	0.947747	0.460432		not_available		0.934881	0.057475	0.199621	0.189549	-0.092086			0.093488	0.975483	0.846157	0.850000		0.962500	watchlist_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	lung	high_critical_off_tumor_risk	v0	2026-05-29	dirty
116	CD180	ENSG00000134061	Q99467	core_surfaceome	balanced	0.526841	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.839185	0.553957	0.744415	0.329799	0.758405	not_available		0.934881	0.125878	0.110791	0.148883	-0.065960	0.113761		0.093488	0.554165	0.656229	0.800000	0.450000	0.962500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk	v0	2026-05-29	dirty
117	CD37	ENSG00000104894	P11049	core_surfaceome	balanced	0.526529	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.842582	0.909504	0.729648	0.335100	0.526211	not_available		0.604002	0.126387	0.181901	0.145930	-0.067020	0.078932		0.060400	0.902594	0.644074	0.800000	0.250000	0.856836	high_purity_adjusted_tme_correlation	B	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	RNA_high_protein_absent;CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk	v0	2026-05-29	dirty
118	SLC12A2	ENSG00000064651	P55011	core_surfaceome	balanced	0.526519	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.967535	0.936388	0.942446	0.928436	0.955271	not_available		0.480181	0.145130	0.187278	0.188489	-0.185687	0.143291		0.048018	0.925047	0.842673	1.000000	0.644545	0.774358	low_uncorrected_tme_correlation	C	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk	v0	2026-05-29	dirty
119	CD83	ENSG00000112149	Q01151	core_surfaceome	balanced	0.526013	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.846357	0.726997	0.619084	0.430897	0.861823	not_available		0.867497	0.126954	0.145399	0.123817	-0.086179	0.129273		0.086750	0.731863	0.595343	0.850000	0.518056	0.955285	moderate_residual_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk	v0	2026-05-29	dirty
120	NMUR2	ENSG00000132911	Q9GZQ4	core_surfaceome	balanced	0.525582	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.935825	0.471791	0.828853	0.179856	0.782621	not_available		0.436580	0.140374	0.094358	0.165771	-0.035971	0.117393		0.043658	0.470996	0.718516	0.118412	0.459722	0.760942	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	gi_epithelial	lower_risk_by_current_normal_expression	v0	2026-05-29	dirty
121	PTPRJ	ENSG00000149177	Q12913	core_surfaceome	balanced	0.525280	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.671197	0.788716	0.826581	0.385081	0.807977	not_available		0.573613	0.100680	0.157743	0.165316	-0.077016	0.121197		0.057361	0.790307	0.716812	0.800000	0.478889	0.832500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk	v0	2026-05-29	dirty
122	LAIR1	ENSG00000167613	Q6GTX8	core_surfaceome	balanced	0.524753	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.919215	0.822037	0.832261	0.479364	0.526211	not_available		0.729521	0.137882	0.164407	0.166452	-0.095873	0.078932		0.072952	0.824555	0.721053	0.850000	0.250000	0.930884	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	RNA_high_protein_absent;CPTAC_not_assessed	lung	high_critical_off_tumor_risk	v0	2026-05-29	dirty
123	SIGLEC10	ENSG00000142512	Q96LC7	core_surfaceome	balanced	0.524148	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.965647	0.696327	0.731541	0.386975	0.758405	not_available		0.573613	0.144847	0.139265	0.146308	-0.077395	0.113761		0.057361	0.704014	0.645324	0.800000	0.450000	0.832500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk	v0	2026-05-29	dirty
124	MCOLN1	ENSG00000090674	Q9GZU1	core_surfaceome	balanced	0.524081	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.926765	0.839455	0.510034	0.487694	0.934473	not_available		0.725368	0.139015	0.167891	0.102007	-0.097539	0.140171		0.072537	0.844699	0.531617	0.850000	0.613056	0.930000	high_purity_adjusted_tme_correlation	B	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk	v0	2026-05-29	dirty
125	ITGAX	ENSG00000140678	P20702	core_surfaceome	balanced	0.524051	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.910910	0.737978	0.567209	0.474441	0.851852	not_available		0.934881	0.136636	0.147596	0.113442	-0.094888	0.127778		0.093488	0.743071	0.566376	0.850000	0.516667	0.962500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	lung	high_critical_off_tumor_risk	v0	2026-05-29	dirty
126	SLCO5A1	ENSG00000137571	Q9H2Y9	core_surfaceome	balanced	0.523845	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.985277	0.431276	0.780008	0.318061	0.913390	not_available		0.604002	0.147792	0.086255	0.156002	-0.063612	0.137009		0.060400	0.432734	0.683718	0.750000	0.573030	0.856836	watchlist_uncorrected_tme_correlation	B	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	immune	moderate_off_tumor_risk	v0	2026-05-29	dirty
127	GRIN2D	ENSG00000105464	O15399	core_surfaceome	balanced	0.523610	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.372593	0.752745	1.000000	0.236653	0.613105	not_available		0.725368	0.055889	0.150549	0.200000	-0.047331	0.091966		0.072537	0.758860	0.998902	0.250568	0.274722	0.930000	low_uncorrected_tme_correlation	B	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	lower_risk_by_current_normal_expression	v0	2026-05-29	dirty
128	IGFLR1	ENSG00000126246	Q9H665	core_surfaceome	balanced	0.523407	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.901850	0.831882	0.795153	0.585384	0.712821	not_available		0.728766	0.135277	0.166376	0.159031	-0.117077	0.106923		0.072877	0.835612	0.694699	0.900000	0.406667	0.930050	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	liver	high_critical_off_tumor_risk	v0	2026-05-29	dirty
129	ITGB7	ENSG00000139626	P26010	core_surfaceome	balanced	0.523184	0.850000	P	1	P	preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.913175	0.689890	0.820901	0.368421		not_available		0.792563	0.136976	0.137978	0.164180	-0.073684			0.079256	0.696876	0.712988	0.800000		0.932500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	missing_stomach_cancer_ihc	HPA_missing;CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk	v0	2026-05-29	dirty
130	SECTM1	ENSG00000141574	Q8WVN6	core_surfaceome	balanced	0.522528	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.688939	0.922757	0.920485	0.386217	0.276068	not_available		0.863722	0.103341	0.184551	0.184097	-0.077243	0.041410		0.086372	0.915013	0.817077	0.800000	0.171481	0.952670	watchlist_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	protein_present_no_membrane;CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk	v0	2026-05-29	dirty
131	SMAGP	ENSG00000170545	Q0VAQ4	core_surfaceome	balanced	0.522490	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.753492	0.948883	0.948126	0.649754	0.890598	not_available		0.264251	0.113024	0.189777	0.189625	-0.129951	0.133590		0.026425	0.935271	0.846195	0.900000	0.545455	0.748939	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	kidney	high_critical_off_tumor_risk	v0	2026-05-29	dirty
132	TAS1R3	ENSG00000169962	Q7RTX0	core_surfaceome	balanced	0.522001	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.989430	0.447558	0.617948	0.240818	0.938746	not_available		0.678369	0.148414	0.089512	0.123590	-0.048164	0.140812		0.067837	0.448807	0.594964	0.256721	0.620000	0.892500	high_purity_adjusted_tme_correlation	B	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	heart	lower_risk_by_current_normal_expression	v0	2026-05-29	dirty
133	MR1	ENSG00000153029	Q95460	core_surfaceome	balanced	0.521315	0.850000	P	1	P	preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.930917	0.785687	0.935630	0.490723		not_available		0.573613	0.139638	0.157137	0.187126	-0.098145			0.057361	0.786785	0.836274	0.850000		0.832500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	missing_stomach_cancer_ihc	HPA_missing;CPTAC_not_assessed	lung	high_critical_off_tumor_risk	v0	2026-05-29	dirty
