rank	hgnc_symbol	ensembl_gene_id	uniprot_accession	surfaceome_category	scenario	scenario_score	available_weight_sum	missing_weighted_components	n_missing_mvp_score_components	missing_mvp_score_components	Surf_relative_confidence	E_rank_percentile	N_rank_percentile	R_rank_percentile_high_worse	P_rank_percentile	SC_status	SC_rank_percentile	T_rank_percentile	Surf_contribution	E_contribution	N_contribution	R_contribution_subtracted	P_contribution	SC_contribution	T_contribution	E_score	N_score	R_score	P_score	T_score	tme_contamination_risk	accessibility_class	isoform_resolution_status	hpa_evidence_status	discordance_flags	max_risk_organ	risk_interpretation
2279	OR4N2	ENSG00000176294	Q8NGD1	core_surfaceome	novelty_focused	0.165898	0.860000	P	1	P	0.400000	0.102783	0.237848	0.182931		not_available		0.319460	0.068000	0.018501	0.047570	-0.032928			0.041530	0.091688	0.308868	0.135640		0.750002	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	reproductive_other	lower_risk_by_current_normal_expression
2280	LRP2	ENSG00000081479	P98164	core_surfaceome	novelty_focused	0.165589	1.000000		0		0.400000	0.291651	0.135807	0.832282	0.698994	not_available		0.537551	0.068000	0.052497	0.027161	-0.149811	0.097859		0.069882	0.290557	0.217681	1.000000	0.375000	0.812500	low_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk
2281	SCN11A	ENSG00000168356	Q9UI33	core_surfaceome	novelty_focused	0.165370	1.000000		0		0.400000	0.239703	0.225603	0.216512	0.121297	not_available		0.239179	0.068000	0.043147	0.045121	-0.038972	0.016982		0.031093	0.234119	0.299963	0.219072	0.021212	0.747633	moderate_residual_tme_correlation	C	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	antibody_low_confidence;CPTAC_not_assessed	hematopoietic	lower_risk_by_current_normal_expression
2282	ZP4	ENSG00000116996	Q12836	core_surfaceome	novelty_focused	0.164952	1.000000		0		0.400000	0.065121	0.268646	0.184045	0.354108	not_available		0.115797	0.068000	0.011722	0.053729	-0.033128	0.049575		0.015054	0.086512	0.334787	0.136920	0.200000	0.712500	low_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	reproductive_other	lower_risk_by_current_normal_expression
2283	GJB7	ENSG00000164411	Q6PEY0	core_surfaceome	novelty_focused	0.164878	0.860000	P	1	P	0.400000	0.356215	0.128386	0.263636		not_available		0.241953	0.068000	0.064119	0.025677	-0.047455			0.031454	0.352301	0.208776	0.600000		0.747847	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;CPTAC_not_assessed	reproductive_other	moderate_off_tumor_risk
2284	SLC34A3	ENSG00000198569	Q8N130	core_surfaceome	novelty_focused	0.164837	1.000000		0		0.400000	0.311317	0.070872	0.599629	0.354108	not_available		0.653718	0.068000	0.056037	0.014174	-0.107933	0.049575		0.084983	0.309184	0.158961	0.900000	0.200000	0.881295	low_uncorrected_tme_correlation	B	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	kidney	high_critical_off_tumor_risk
2285	GRAMD1B	ENSG00000023171	Q3KR37	core_surfaceome	novelty_focused	0.164791	1.000000		0		0.200000	0.673469	0.111317	0.832282	0.967021	not_available		0.013319	0.034000	0.121224	0.022263	-0.149811	0.135383		0.001731	0.680167	0.196549	1.000000	0.661667	0.320000	low_uncorrected_tme_correlation	E	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk
2286	CADM3	ENSG00000162706	Q8N126	core_surfaceome	novelty_focused	0.164719	1.000000		0		0.400000	0.492393	0.028571	0.832282	0.354108	not_available		0.789308	0.068000	0.088631	0.005714	-0.149811	0.049575		0.102610	0.492560	0.121076	1.000000	0.200000	0.932500	moderate_residual_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk
2287	EGF	ENSG00000138798	P01133	core_surfaceome	novelty_focused	0.164588	0.860000	P	1	P	0.400000	0.344341	0.272727	0.599629		not_available		0.499630	0.068000	0.061981	0.054545	-0.107933			0.064952	0.335696	0.337662	0.900000		0.782500	low_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	kidney	high_critical_off_tumor_risk
2288	PTCH2	ENSG00000117425	Q9Y6C5	core_surfaceome	novelty_focused	0.164278	0.860000	P	1	P	0.400000	0.501299	0.261967	0.832282		not_available		0.618942	0.068000	0.090234	0.052393	-0.149811			0.080462	0.500835	0.327681	1.000000		0.862500	moderate_residual_tme_correlation	B	multiple_uniprot_isoforms_mapped_not_resolved	missing_stomach_cancer_ihc	HPA_missing;CPTAC_not_assessed	brain	high_critical_off_tumor_risk
2289	SERINC1	ENSG00000111897	Q9NRX5	probable_surfaceome	novelty_focused	0.164111	1.000000		0		0.000000	0.951020	0.511317	0.832282	0.265232	not_available		0.025712	0.000000	0.171184	0.102263	-0.149811	0.037132		0.003343	0.937477	0.531169	1.000000	0.169167	0.350000	high_purity_adjusted_tme_correlation	E	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk
2290	SLC15A2	ENSG00000163406	Q16348	core_surfaceome	novelty_focused	0.163941	0.860000	P	1	P	0.400000	0.493506	0.267532	0.832282		not_available		0.618942	0.068000	0.088831	0.053506	-0.149811			0.080462	0.494026	0.333469	1.000000		0.862500	low_uncorrected_tme_correlation	B	multiple_uniprot_isoforms_mapped_not_resolved	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	brain	high_critical_off_tumor_risk
2291	CA4	ENSG00000167434	P22748	core_surfaceome	novelty_focused	0.163907	1.000000		0		0.400000	0.472356	0.027087	0.832282	0.456400	not_available		0.702923	0.068000	0.085024	0.005417	-0.149811	0.063896		0.091380	0.470724	0.118664	1.000000	0.221212	0.920000	low_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk
2292	ABCC5	ENSG00000114770	O15440	core_surfaceome	novelty_focused	0.163894	1.000000		0		0.200000	0.805937	0.281262	0.832282	0.547513	not_available		0.013319	0.034000	0.145069	0.056252	-0.149811	0.076652		0.001731	0.806716	0.344267	1.000000	0.256667	0.320000	low_uncorrected_tme_correlation	E	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	RNA_high_protein_absent;CPTAC_not_assessed	brain	high_critical_off_tumor_risk
2293	SCNN1B	ENSG00000168447	P51168	core_surfaceome	novelty_focused	0.163716	1.000000		0		0.400000	0.495362	0.091280	0.599629	0.047513	not_available		0.689049	0.068000	0.089165	0.018256	-0.107933	0.006652		0.089576	0.495677	0.180705	0.900000	0.000000	0.900000	high_purity_adjusted_tme_correlation	B	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	RNA_low_protein_present;protein_present_no_membrane;antibody_low_confidence;CPTAC_not_assessed	kidney	high_critical_off_tumor_risk
2294	UNC5D	ENSG00000156687	Q6UXZ4	core_surfaceome	novelty_focused	0.163715	1.000000		0		0.400000	0.234879	0.170315	0.290167	0.047513	not_available		0.499630	0.068000	0.042278	0.034063	-0.052230	0.006652		0.064952	0.228942	0.247718	0.700000	0.000000	0.782500	low_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	RNA_low_protein_present;protein_present_no_membrane;antibody_low_confidence;CPTAC_not_assessed	gi_epithelial	moderate_off_tumor_risk
2295	GPR55	ENSG00000135898	Q9Y2T6	core_surfaceome	novelty_focused	0.163562	0.860000	P	1	P	0.400000	0.347681	0.192208	0.263636		not_available		0.146874	0.068000	0.062583	0.038442	-0.047455			0.019094	0.338293	0.263636	0.600000		0.729988	high_purity_adjusted_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	reproductive_other	moderate_off_tumor_risk
2296	SLC5A7	ENSG00000115665	Q9GZV3	core_surfaceome	novelty_focused	0.163484	0.860000	P	1	P	0.400000	0.243785	0.228942	0.214286		not_available		0.165372	0.068000	0.043881	0.045788	-0.038571			0.021498	0.239963	0.302226	0.216512		0.734875	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;CPTAC_not_assessed	brain	lower_risk_by_current_normal_expression
2297	PTGFR	ENSG00000122420	P43088	core_surfaceome	novelty_focused	0.163206	0.860000	P	1	P	0.400000	0.468646	0.283859	0.470501		not_available		0.122457	0.068000	0.084356	0.056772	-0.084690			0.015919	0.467718	0.346271	0.850000		0.713152	high_purity_adjusted_tme_correlation	C	multiple_uniprot_isoforms_mapped_not_resolved	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	endothelial	high_critical_off_tumor_risk
2298	EPGN	ENSG00000182585	Q6UW88	core_surfaceome	novelty_focused	0.162958	0.860000	P	1	P	0.400000	0.278293	0.245640	0.290167		not_available		0.193489	0.068000	0.050093	0.049128	-0.052230			0.025154	0.277514	0.314045	0.700000		0.741427	low_uncorrected_tme_correlation	B	multiple_uniprot_isoforms_mapped_not_resolved	missing_stomach_cancer_ihc	HPA_missing;CPTAC_not_assessed	gi_epithelial	moderate_off_tumor_risk
2299	TAS2R40	ENSG00000221937	P59535	core_surfaceome	novelty_focused	0.162717	0.860000	P	1	P	0.200000	0.132096	0.368089	0.085343		not_available		0.183870	0.034000	0.023777	0.073618	-0.015362			0.023903	0.113636	0.416920	0.000000		0.739228	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	brain	lower_risk_by_current_normal_expression
2300	ADGRG3	ENSG00000182885	Q86Y34	core_surfaceome	novelty_focused	0.162710	1.000000		0		0.400000	0.500186	0.015213	0.470501	0.164338	not_available		0.487051	0.068000	0.090033	0.003043	-0.084690	0.023007		0.063317	0.500204	0.105417	0.850000	0.070370	0.780000	watchlist_uncorrected_tme_correlation	B	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	RNA_low_protein_present;protein_present_no_membrane;antibody_low_confidence;CPTAC_not_assessed	lung	high_critical_off_tumor_risk
2301	GABRB3	ENSG00000166206	P28472	core_surfaceome	novelty_focused	0.161966	0.860000	P	1	P	0.400000	0.581447	0.134323	0.832282		not_available		0.689049	0.068000	0.104660	0.026865	-0.149811			0.089576	0.582486	0.216141	1.000000		0.900000	low_uncorrected_tme_correlation	B	multiple_uniprot_isoforms_mapped_not_resolved	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	brain	high_critical_off_tumor_risk
2302	EFNB3	ENSG00000108947	Q15768	core_surfaceome	novelty_focused	0.161780	1.000000		0		0.400000	0.430798	0.067161	0.832282	0.220794	not_available		0.936182	0.068000	0.077544	0.013432	-0.149811	0.030911		0.121704	0.431855	0.156698	1.000000	0.140000	0.962500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk
2303	CDH9	ENSG00000113100	Q9ULB4	core_surfaceome	novelty_focused	0.161775	1.000000		0		0.400000	0.197403	0.147681	0.832282	0.405813	not_available		0.936182	0.068000	0.035533	0.029536	-0.149811	0.056814		0.121704	0.175733	0.228219	1.000000	0.206667	0.962500	low_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk
2304	SLCO6A1	ENSG00000205359	Q86UG4	core_surfaceome	novelty_focused	0.161678	1.000000		0		0.200000	0.172542	0.089425	0.263636	0.354108	not_available		0.589345	0.034000	0.031058	0.017885	-0.047455	0.049575		0.076615	0.146197	0.178404	0.600000	0.200000	0.849872	low_uncorrected_tme_correlation	B	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	reproductive_other	moderate_off_tumor_risk
2305	SLC2A7	ENSG00000197241	Q6PXP3	core_surfaceome	novelty_focused	0.161274	1.000000		0		0.400000	0.129499	0.315028	0.187199	0.047513	not_available		0.261561	0.068000	0.023310	0.063006	-0.033696	0.006652		0.034003	0.112764	0.371447	0.145130	0.000000	0.748939	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	antibody_low_confidence;CPTAC_not_assessed	gi_epithelial	lower_risk_by_current_normal_expression
2306	TMPRSS5	ENSG00000166682	Q9H3S3	core_surfaceome	novelty_focused	0.161027	0.860000	P	1	P	0.400000	0.424861	0.110575	0.832282		not_available		0.936182	0.068000	0.076475	0.022115	-0.149811			0.121704	0.425900	0.196289	1.000000		0.962500	low_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;CPTAC_not_assessed	brain	high_critical_off_tumor_risk
2307	NAALAD2	ENSG00000077616	Q9Y3Q0	core_surfaceome	novelty_focused	0.161004	1.000000		0		0.200000	0.407421	0.140260	0.832282	0.520123	not_available		0.789308	0.034000	0.073336	0.028052	-0.149811	0.072817		0.102610	0.408497	0.221076	1.000000	0.245556	0.932500	watchlist_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk
2308	TMEM266	ENSG00000169758	Q2M3C6	core_surfaceome	novelty_focused	0.160700	1.000000		0		0.400000	0.451948	0.230056	0.832282	0.762717	not_available		0.064373	0.068000	0.081351	0.046011	-0.149811	0.106780		0.008368	0.452653	0.302635	1.000000	0.450000	0.629286	watchlist_uncorrected_tme_correlation	D	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk
2309	OR5AS1	ENSG00000181785	Q8N127	core_surfaceome	novelty_focused	0.160636	0.860000	P	1	P	0.400000	0.030983	0.270501	0.229870		not_available		0.398816	0.068000	0.005577	0.054100	-0.041377			0.051846	0.082783	0.335993	0.241781		0.754930	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	liver	lower_risk_by_current_normal_expression
2310	GRIA3	ENSG00000125675	P42263	core_surfaceome	novelty_focused	0.160528	1.000000		0		0.400000	0.338404	0.095733	0.832282	0.584405	not_available		0.618942	0.068000	0.060913	0.019147	-0.149811	0.081817		0.080462	0.332115	0.185158	1.000000	0.266667	0.862500	watchlist_uncorrected_tme_correlation	B	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk
2311	OR1C1	ENSG00000221888	Q15619	core_surfaceome	novelty_focused	0.160397	0.860000	P	1	P	0.400000	0.030983	0.276809	0.180705		not_available		0.319460	0.068000	0.005577	0.055362	-0.032527			0.041530	0.082783	0.341299	0.127458		0.750002	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	reproductive_other	lower_risk_by_current_normal_expression
2312	SLC6A1	ENSG00000157103	P30531	core_surfaceome	novelty_focused	0.160376	1.000000		0		0.400000	0.405195	0.292022	0.832282	0.354108	not_available		0.471328	0.068000	0.072935	0.058404	-0.149811	0.049575		0.061273	0.404657	0.354471	1.000000	0.200000	0.773199	high_purity_adjusted_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk
2313	TRPV6	ENSG00000165125	Q9H1D0	core_surfaceome	novelty_focused	0.159682	1.000000		0		0.400000	0.475325	0.080148	0.599629	0.220794	not_available		0.516278	0.068000	0.085558	0.016030	-0.107933	0.030911		0.067116	0.473673	0.169796	0.900000	0.140000	0.787502	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	kidney	high_critical_off_tumor_risk
2314	SLC30A10	ENSG00000196660	Q6XR72	core_surfaceome	novelty_focused	0.159619	1.000000		0		0.200000	0.378664	0.369202	0.599629	0.615987	not_available		0.040881	0.034000	0.068160	0.073840	-0.107933	0.086238		0.005315	0.376939	0.418497	0.900000	0.274242	0.575199	low_uncorrected_tme_correlation	D	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	liver	high_critical_off_tumor_risk
2315	SV2B	ENSG00000185518	Q7L1I2	core_surfaceome	novelty_focused	0.159370	1.000000		0		0.400000	0.425603	0.267161	0.832282	0.240078	not_available		0.596374	0.068000	0.076609	0.053432	-0.149811	0.033611		0.077529	0.426679	0.333024	1.000000	0.151667	0.854967	high_purity_adjusted_tme_correlation	B	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk
2316	TRPV5	ENSG00000127412	Q9NQA5	core_surfaceome	novelty_focused	0.159199	1.000000		0		0.400000	0.199258	0.379592	0.245640	0.047513	not_available		0.130596	0.068000	0.035866	0.075918	-0.044215	0.006652		0.016977	0.177866	0.426549	0.280770	0.000000	0.720002	low_uncorrected_tme_correlation	C	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	antibody_low_confidence;CPTAC_not_assessed	kidney	lower_risk_by_current_normal_expression
2317	OR6N2	ENSG00000188340	Q8NGY6	core_surfaceome	novelty_focused	0.159109	1.000000		0		0.400000	0.030983	0.361410	0.194063	0.047513	not_available		0.319460	0.068000	0.005577	0.072282	-0.034931	0.006652		0.041530	0.082783	0.410130	0.180705	0.000000	0.750002	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	antibody_low_confidence;CPTAC_not_assessed	hematopoietic	lower_risk_by_current_normal_expression
2318	GRIK5	ENSG00000105737	Q16478	core_surfaceome	novelty_focused	0.158854	0.860000	P	1	P	0.600000	0.482746	0.085343	0.832282		not_available		0.618942	0.102000	0.086894	0.017069	-0.149811			0.080462	0.481725	0.175993	1.000000		0.862500	moderate_residual_tme_correlation	B	multiple_uniprot_isoforms_mapped_not_resolved	missing_stomach_cancer_ihc	HPA_missing;CPTAC_not_assessed	brain	high_critical_off_tumor_risk
2319	GPR61	ENSG00000156097	Q9BZJ8	core_surfaceome	novelty_focused	0.158582	1.000000		0		0.400000	0.309833	0.194434	0.832282	0.657071	not_available		0.413430	0.068000	0.055770	0.038887	-0.149811	0.091990		0.053746	0.307737	0.266160	1.000000	0.303333	0.756742	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk
2320	SLC16A8	ENSG00000100156	O95907	core_surfaceome	novelty_focused	0.158408	1.000000		0		0.400000	0.421892	0.226716	0.832282	0.707658	not_available		0.152793	0.068000	0.075941	0.045343	-0.149811	0.099072		0.019863	0.422319	0.300594	1.000000	0.398333	0.731684	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk
2321	SLC27A1	ENSG00000130304	Q6PCB7	core_surfaceome	novelty_focused	0.158399	0.860000	P	1	P	0.400000	0.814842	0.330241	0.832282		not_available		0.040881	0.068000	0.146672	0.066048	-0.149811			0.005315	0.816104	0.381596	1.000000		0.575199	watchlist_uncorrected_tme_correlation	D	multiple_uniprot_isoforms_mapped_not_resolved	missing_stomach_cancer_ihc	HPA_missing;CPTAC_not_assessed	brain	high_critical_off_tumor_risk
2322	CORIN	ENSG00000145244	Q9Y5Q5	core_surfaceome	novelty_focused	0.158243	0.860000	P	1	P	0.600000	0.511317	0.384045	0.832282		not_available		0.115797	0.102000	0.092037	0.076809	-0.149811			0.015054	0.510204	0.429981	1.000000		0.712500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;CPTAC_not_assessed	heart	high_critical_off_tumor_risk
2323	SLC26A9	ENSG00000174502	Q7LBE3	core_surfaceome	novelty_focused	0.158150	1.000000		0		0.400000	0.565863	0.132096	0.832282	0.698994	not_available		0.106363	0.068000	0.101855	0.026419	-0.149811	0.097859		0.013827	0.566271	0.212059	1.000000	0.375000	0.711886	low_uncorrected_tme_correlation	C	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	heart	high_critical_off_tumor_risk
2324	ADRA1D	ENSG00000171873	P25100	core_surfaceome	novelty_focused	0.158006	1.000000		0		0.400000	0.443414	0.378108	0.832282	0.125210	not_available		0.514243	0.068000	0.079815	0.075622	-0.149811	0.017529		0.066852	0.445807	0.424527	1.000000	0.025926	0.786945	watchlist_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	antibody_low_confidence;CPTAC_not_assessed	brain	high_critical_off_tumor_risk
2325	OR2H2	ENSG00000204657	O95918	core_surfaceome	novelty_focused	0.157908	0.860000	P	1	P	0.400000	0.147495	0.191466	0.214286		not_available		0.319460	0.068000	0.026549	0.038293	-0.038571			0.041530	0.120872	0.262597	0.216512		0.750002	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	brain	lower_risk_by_current_normal_expression
2326	CDH7	ENSG00000081138	Q9ULB5	core_surfaceome	novelty_focused	0.157872	1.000000		0		0.400000	0.174026	0.227458	0.832282	0.294019	not_available		0.936182	0.068000	0.031325	0.045492	-0.149811	0.041163		0.121704	0.148868	0.300965	1.000000	0.181667	0.962500	low_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk
2327	CNTN1	ENSG00000018236	Q12860	core_surfaceome	novelty_focused	0.157831	1.000000		0		0.400000	0.512801	0.031911	0.832282	0.354108	not_available		0.702923	0.068000	0.092304	0.006382	-0.149811	0.049575		0.091380	0.512393	0.125788	1.000000	0.200000	0.920000	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk
2328	ADRA1B	ENSG00000170214	P35368	core_surfaceome	novelty_focused	0.157786	0.860000	P	1	P	0.600000	0.365492	0.106865	0.599629		not_available		0.418979	0.102000	0.065789	0.021373	-0.107933			0.054467	0.360631	0.194174	0.900000		0.757618	high_purity_adjusted_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;CPTAC_not_assessed	liver	high_critical_off_tumor_risk
2329	GPRC5B	ENSG00000167191	Q9NZH0	core_surfaceome	novelty_focused	0.157588	1.000000		0		0.400000	0.854174	0.188126	0.832282	0.247345	not_available		0.103034	0.068000	0.153751	0.037625	-0.149811	0.034628		0.013394	0.860353	0.259406	1.000000	0.156061	0.709228	watchlist_uncorrected_tme_correlation	C	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	protein_present_no_membrane;CPTAC_not_assessed	brain	high_critical_off_tumor_risk
2330	SLC7A2	ENSG00000003989	P52569	core_surfaceome	novelty_focused	0.157389	0.860000	P	1	P	0.600000	0.601484	0.078293	0.599629		not_available		0.133555	0.102000	0.108267	0.015659	-0.107933			0.017362	0.604082	0.166419	0.900000		0.721038	high_purity_adjusted_tme_correlation	C	multiple_uniprot_isoforms_mapped_not_resolved	missing_stomach_cancer_ihc	HPA_missing;CPTAC_not_assessed	liver	high_critical_off_tumor_risk
2331	OR52D1	ENSG00000181609	Q9H346	core_surfaceome	novelty_focused	0.156788	1.000000		0		0.400000	0.079406	0.326160	0.174397	0.047513	not_available		0.261561	0.068000	0.014293	0.065232	-0.031391	0.006652		0.034003	0.088237	0.379165	0.101967	0.000000	0.748939	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	antibody_low_confidence;CPTAC_not_assessed	reproductive_other	lower_risk_by_current_normal_expression
2332	SCARA5	ENSG00000168079	Q6ZMJ2	core_surfaceome	novelty_focused	0.156578	1.000000		0		0.400000	0.505380	0.096104	0.832282	0.182784	not_available		0.789308	0.068000	0.090968	0.019221	-0.149811	0.025590		0.102610	0.505547	0.185195	1.000000	0.093704	0.932500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	RNA_low_protein_present;protein_present_no_membrane;CPTAC_not_assessed	heart	high_critical_off_tumor_risk
2333	CNTN3	ENSG00000113805	Q9P232	core_surfaceome	novelty_focused	0.156290	1.000000		0		0.400000	0.319481	0.142857	0.832282	0.288709	not_available		0.858491	0.068000	0.057507	0.028571	-0.149811	0.040419		0.111604	0.313859	0.223414	1.000000	0.178889	0.950000	low_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk
2334	EPHA7	ENSG00000135333	Q15375	core_surfaceome	novelty_focused	0.156267	1.000000		0		0.400000	0.453061	0.093506	0.832282	0.251537	not_available		0.789308	0.068000	0.081551	0.018701	-0.149811	0.035215		0.102610	0.453377	0.183711	1.000000	0.158519	0.932500	moderate_residual_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	RNA_low_protein_present;protein_present_no_membrane;CPTAC_not_assessed	brain	high_critical_off_tumor_risk
2335	GJB6	ENSG00000121742	O95452	core_surfaceome	novelty_focused	0.156085	0.860000	P	1	P	0.200000	0.385900	0.243414	0.364564		not_available		0.367000	0.034000	0.069462	0.048683	-0.065622			0.047710	0.385325	0.312820	0.800000		0.751038	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk
2336	SCN1B	ENSG00000105711	Q07699	core_surfaceome	novelty_focused	0.155953	0.860000	P	1	P	0.400000	0.649722	0.077922	0.832282		not_available		0.641509	0.068000	0.116950	0.015584	-0.149811			0.083396	0.654063	0.166011	1.000000		0.866985	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	brain	high_critical_off_tumor_risk
2337	ADRB2	ENSG00000169252	P07550	core_surfaceome	novelty_focused	0.155917	0.860000	P	1	P	0.600000	0.440445	0.180705	0.599629		not_available		0.189234	0.102000	0.079280	0.036141	-0.107933			0.024600	0.443970	0.255102	0.900000		0.740579	moderate_residual_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;CPTAC_not_assessed	liver	high_critical_off_tumor_risk
