audit_type	hgnc_symbol	surfaceome_category	surfaceome_confidence_score	control_role	status	notes
potential_false_negative_published_absent_from_core_probable	SERPINA1	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	SERPINA3	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	SERPINA5	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	SERPINB2	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	SERPINE2	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	SERPINF1	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	SERPING1	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	SERPINI1	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	SGMS2	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SH2B2	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	SHANK1	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SHC4	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	SHH	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	SHISA4	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SHROOM2	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SI	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SIDT1	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SIGLECL1	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SKAP1	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC10A3	ambiguous_membrane_or_surface_context	1		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC12A8	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC13A1	ambiguous_membrane_or_surface_context	2		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC13A2	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC13A4	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC14A2	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC15A5	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC16A11	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC16A12	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC16A9	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC17A1	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC17A3	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC17A4	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC17A6	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC17A8	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC17A9	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC18A1	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC18A2	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC18A3	ambiguous_membrane_or_surface_context	2		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC18B1	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC20A1	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC22A12	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC22A15	ambiguous_membrane_or_surface_context	2		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC22A17	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC22A24	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC22A25	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC22A3	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC22A7	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC23A3	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC24A5	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC26A1	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC28A2	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC30A2	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC30A5	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC30A8	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC32A1	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC33A1	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC35A5	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC35F4	ambiguous_membrane_or_surface_context	1		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC35G5	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC37A1	ambiguous_membrane_or_surface_context	1		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC37A2	ambiguous_membrane_or_surface_context	1		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC37A3	ambiguous_membrane_or_surface_context	1		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC37A4	ambiguous_membrane_or_surface_context	1		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC38A11	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC38A3	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC38A7	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC38A8	ambiguous_membrane_or_surface_context	1		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC38A9	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC39A9	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC41A1	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC43A2	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC44A3	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC45A1	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC49A3	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC49A4	ambiguous_membrane_or_surface_context	1		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC4A5	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC52A1	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC52A2	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC60A1	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC60A2	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC61A1	ambiguous_membrane_or_surface_context	2		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC66A1	ambiguous_membrane_or_surface_context	1		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC67A1	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC7A10	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC7A7	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC9A2	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC9A9	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLC9D1	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SLIT2	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	SLIT3	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	SMAP1	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SMPD1	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	SMPDL3B	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane|uniprot_gpi_subcellular_only_not_counted_as_direct_lipid_evidence
potential_false_negative_published_absent_from_core_probable	SNAP23	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SNAP29	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	SNCA	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	SNTG2	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SNX9	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SORBS1	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SPACA4	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SPG11	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SPHK1	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SPINT1	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SPNS2	ambiguous_membrane_or_surface_context	2		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SPNS3	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SPPL2C	ambiguous_membrane_or_surface_context	1		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SPPL3	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SPRING1	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SRC	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SRD5A3	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SSH1	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SSR1	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SSR2	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	ST3GAL1	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	ST3GAL4	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	ST3GAL5	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	ST3GAL6	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	ST6GALNAC3	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	cspa_unspecific_copurified_not_counted_as_surface_support
potential_false_negative_published_absent_from_core_probable	ST8SIA4	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	cspa_unspecific_copurified_not_counted_as_surface_support
potential_false_negative_published_absent_from_core_probable	STAMBP	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	STAMBPL1	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	STEAP1	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	STEAP2	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	STEAP3	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	STIMATE	ambiguous_membrane_or_surface_context	1		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	STOM	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	STOML3	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	STRC	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	STS	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	STT3A	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	STT3B	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	STX2	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	STX6	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	STYK1	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SUCO	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SULF1	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane|cspa_unspecific_copurified_not_counted_as_surface_support
potential_false_negative_published_absent_from_core_probable	SULF2	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane|cspa_unspecific_copurified_not_counted_as_surface_support
potential_false_negative_published_absent_from_core_probable	SUN1	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SUN2	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SVIL	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SVOP	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SVOPL	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SYK	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SYMPK	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SYNE2	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SYNPR	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SYP	ambiguous_membrane_or_surface_context	1		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SYT4	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SYT6	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	SYTL1	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	SYTL2	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TAPBPL	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TBC1D30	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TCAF2	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TCHP	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TCIRG1	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TEC	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TF	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	TFPI2	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	TGFB1	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	THBS1	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	cspa_unspecific_copurified_not_counted_as_surface_support
potential_false_negative_published_absent_from_core_probable	THSD4	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	TIAM1	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	TICAM2	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	TIMP1	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	TJP1	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	TJP2	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TJP3	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TLCD3A	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TLL1	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	TLL2	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	surface_annotation_without_membrane_anchor_or_hpa_membrane
potential_false_negative_published_absent_from_core_probable	TLN1	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TLR3	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TLR7	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TLR8	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TM4SF18	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TM6SF1	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TM7SF3	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TM9SF1	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TM9SF2	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TM9SF3	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TMED10	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TMED4	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TMED7	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TMED9	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TMEM106A	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TMEM106B	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TMEM106C	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TMEM108	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TMEM114	ambiguous_membrane_or_surface_context	1		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TMEM116	ambiguous_membrane_or_surface_context	1		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TMEM121B	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TMEM127	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TMEM131	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TMEM132D	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TMEM140	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TMEM144	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TMEM145	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TMEM150B	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TMEM156	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TMEM158	ambiguous_membrane_or_surface_context	1		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TMEM171	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TMEM178A	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TMEM178B	ambiguous_membrane_or_surface_context	1		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TMEM181	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TMEM184A	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TMEM184B	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TMEM184C	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TMEM200B	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TMEM200C	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TMEM213	ambiguous_membrane_or_surface_context	1		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TMEM217	ambiguous_membrane_or_surface_context	1		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TMEM231	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TMEM235	ambiguous_membrane_or_surface_context	1		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TMEM248	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TMEM255A	ambiguous_membrane_or_surface_context	1		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TMEM255B	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TMEM259	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TMEM26	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TMEM37	ambiguous_membrane_or_surface_context	4		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TMEM62	ambiguous_membrane_or_surface_context	1		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TMEM64	ambiguous_membrane_or_surface_context	3		review_if_biologically_relevant	
potential_false_negative_published_absent_from_core_probable	TMEM87A	ambiguous_membrane_or_surface_context	5		review_if_biologically_relevant	
