gene_id	variance
ENSG00000112818.9	22.287569046020508
ENSG00000269970.1	22.272052764892578
ENSG00000115386.5	22.271610260009766
ENSG00000267340.1	22.25288963317871
ENSG00000258064.1	22.24207305908203
ENSG00000243498.2	22.220836639404297
ENSG00000260318.1	22.19942855834961
ENSG00000264501.2	22.190261840820312
ENSG00000164122.8	22.17868995666504
ENSG00000272991.1	22.161386489868164
ENSG00000211655.3	22.158241271972656
ENSG00000105251.10	22.15692901611328
ENSG00000206941.1	22.144651412963867
ENSG00000180745.4	22.132436752319336
ENSG00000235584.2	22.12887191772461
ENSG00000110148.9	22.128402709960938
ENSG00000266728.5	22.11985206604004
ENSG00000137673.8	22.106414794921875
ENSG00000139219.17	22.08745574951172
ENSG00000163394.5	22.081119537353516
ENSG00000276470.1	22.080123901367188
ENSG00000253445.1	22.056095123291016
ENSG00000222810.1	22.05535888671875
ENSG00000275216.1	22.05255699157715
ENSG00000213147.3	22.03851318359375
ENSG00000263640.1	22.017959594726562
ENSG00000244255.5	22.0167179107666
ENSG00000188508.10	22.011259078979492
ENSG00000249196.6	21.994415283203125
ENSG00000144820.7	21.98891830444336
ENSG00000254395.1	21.985868453979492
ENSG00000276573.1	21.967777252197266
ENSG00000102243.12	21.946569442749023
ENSG00000268854.1	21.946327209472656
ENSG00000263325.1	21.93488311767578
ENSG00000267952.1	21.933462142944336
ENSG00000228630.5	21.9017333984375
ENSG00000170477.12	21.8876953125
ENSG00000260182.1	21.878868103027344
ENSG00000262074.6	21.87437629699707
ENSG00000228437.5	21.858835220336914
ENSG00000224789.1	21.834697723388672
ENSG00000211638.2	21.827463150024414
ENSG00000258788.3	21.816022872924805
ENSG00000276292.1	21.80755615234375
ENSG00000185275.6	21.80316162109375
ENSG00000207475.1	21.78580665588379
ENSG00000275254.1	21.782594680786133
ENSG00000179546.4	21.778587341308594
ENSG00000271817.2	21.776798248291016
ENSG00000200959.1	21.773860931396484
ENSG00000276925.1	21.745359420776367
ENSG00000241566.1	21.721477508544922
ENSG00000277184.1	21.709388732910156
ENSG00000171401.14	21.703571319580078
ENSG00000224645.1	21.698665618896484
ENSG00000273293.1	21.698057174682617
ENSG00000224958.5	21.693796157836914
ENSG00000211964.3	21.68362808227539
ENSG00000277125.1	21.679231643676758
ENSG00000259399.1	21.674877166748047
ENSG00000230118.1	21.674165725708008
ENSG00000202444.1	21.669269561767578
ENSG00000163283.6	21.66390037536621
ENSG00000249624.8	21.645877838134766
ENSG00000254166.1	21.6318302154541
ENSG00000257935.2	21.628128051757812
ENSG00000272220.1	21.62786293029785
ENSG00000204778.4	21.61859703063965
ENSG00000167916.4	21.604347229003906
ENSG00000230838.1	21.603416442871094
ENSG00000279257.1	21.596324920654297
ENSG00000158874.11	21.566905975341797
ENSG00000270257.1	21.560699462890625
ENSG00000278299.4	21.559572219848633
ENSG00000204983.12	21.558795928955078
ENSG00000267598.1	21.551368713378906
ENSG00000227470.1	21.550493240356445
ENSG00000230955.1	21.550228118896484
ENSG00000239719.1	21.542186737060547
ENSG00000244056.3	21.536575317382812
ENSG00000272558.1	21.520009994506836
ENSG00000164089.8	21.514436721801758
ENSG00000057149.14	21.50530433654785
ENSG00000268861.5	21.50445556640625
ENSG00000271555.1	21.49995231628418
ENSG00000123407.3	21.495975494384766
ENSG00000184697.6	21.472797393798828
ENSG00000235579.1	21.468259811401367
ENSG00000122133.16	21.456451416015625
ENSG00000227751.1	21.453266143798828
ENSG00000263711.5	21.445589065551758
ENSG00000205076.4	21.427255630493164
ENSG00000264982.1	21.422195434570312
ENSG00000223350.2	21.421152114868164
ENSG00000267073.1	21.41923713684082
ENSG00000211959.2	21.409944534301758
ENSG00000165215.6	21.34833526611328
ENSG00000142615.7	21.3426513671875
ENSG00000219073.7	21.328256607055664
ENSG00000243290.1	21.32568359375
ENSG00000211951.2	21.31890106201172
ENSG00000271974.1	21.314502716064453
ENSG00000256569.1	21.294200897216797
ENSG00000172238.4	21.278135299682617
ENSG00000259948.2	21.276016235351562
ENSG00000169509.5	21.267038345336914
ENSG00000233033.1	21.260087966918945
ENSG00000262006.1	21.25275230407715
ENSG00000281512.1	21.245134353637695
ENSG00000273221.1	21.242908477783203
ENSG00000240761.1	21.237606048583984
ENSG00000124102.4	21.22919464111328
ENSG00000199377.1	21.221324920654297
ENSG00000206633.1	21.21422004699707
ENSG00000261459.1	21.211240768432617
ENSG00000126233.1	21.195484161376953
ENSG00000276664.1	21.189725875854492
ENSG00000274419.4	21.18675994873047
ENSG00000255071.3	21.17508888244629
ENSG00000007216.14	21.158309936523438
ENSG00000254692.1	21.145334243774414
ENSG00000279507.1	21.140581130981445
ENSG00000109182.11	21.13277244567871
ENSG00000123364.4	21.130605697631836
ENSG00000272660.1	21.128211975097656
ENSG00000229230.3	21.12320327758789
ENSG00000274594.1	21.120929718017578
ENSG00000257529.5	21.10416603088379
ENSG00000263503.1	21.09742546081543
ENSG00000207112.1	21.087844848632812
ENSG00000225108.1	21.07805061340332
ENSG00000227758.1	21.0778865814209
ENSG00000252714.1	21.075624465942383
ENSG00000170689.9	21.052759170532227
ENSG00000277922.1	21.045059204101562
ENSG00000265415.1	21.037296295166016
ENSG00000167117.8	21.037277221679688
ENSG00000259439.2	21.0136661529541
ENSG00000214429.3	20.999820709228516
ENSG00000250920.1	20.997875213623047
ENSG00000248672.5	20.99050521850586
ENSG00000212195.2	20.99043083190918
ENSG00000204816.5	20.984622955322266
ENSG00000228742.9	20.9306640625
ENSG00000211978.2	20.926969528198242
ENSG00000279691.1	20.92608070373535
ENSG00000211667.2	20.909929275512695
ENSG00000258377.1	20.909364700317383
ENSG00000229851.1	20.897249221801758
ENSG00000267978.5	20.881023406982422
ENSG00000224505.2	20.867128372192383
ENSG00000236060.2	20.856042861938477
ENSG00000271347.1	20.854591369628906
ENSG00000207405.1	20.84746742248535
ENSG00000211933.2	20.84290885925293
